"","x"
"1348","cg07275480"
"1349","cg24053148"
"1350","cg00420847"
"1351","cg18159768"
"1352","cg25307796"
"1353","cg14519534"
"1354","cg08336234"
"1355","cg14805882"
"1356","ch.17.5755931R"
"1357","cg10979216"
"1358","cg16243652"
"1359","cg22022580"
"1360","cg26795352"
"1361","cg00776430"
"1362","cg09404131"
"1363","cg23052267"
"1364","cg26306683"
"1365","cg08105529"
"1366","cg04006010"
"1367","cg02845071"
"1368","cg07131864"
"1369","cg16670593"
"1370","cg17736252"
"1371","cg14452209"
"1372","cg04369574"
"1373","cg06872435"
"1374","cg05773164"
"1375","cg03849262"
"1376","cg02558735"
"1377","cg04338025"
"1378","cg16282339"
"1379","cg08459670"
"1380","cg00017437"
"1381","cg14368691"
"1382","cg00833344"
"1383","cg05963872"
"1384","cg07275221"
"1385","cg07764386"
"1386","cg01373687"
"1387","cg12797070"
"1388","cg15379400"
"1389","cg00345656"
"1390","cg01653868"
"1391","cg21520564"
"1392","cg13253660"
"1393","cg25626264"
"1394","cg09647921"
"1395","cg13827351"
"1396","cg22380849"
"1397","cg23631578"
"1398","cg04016992"
"1399","cg10639394"
"1400","cg20115597"
"1401","cg20099511"
"1402","cg25393495"
"1403","cg23004066"
"1404","cg16031973"
"1405","cg02722618"
"1406","cg23423423"
"1407","cg15458741"
"1408","cg24296621"
"1409","cg11541678"
"1410","cg01797727"
"1411","cg07350444"
"1412","cg15213488"
"1413","cg14574871"
"1414","cg15397231"
"1415","cg11844927"
"1416","cg11762838"
"1417","cg14213424"
"1418","cg18951256"
"1419","cg05343105"
"1420","cg04643524"
"1421","cg03615063"
"1422","cg12447346"
"1423","cg20667008"
"1424","cg26297203"
"1425","cg00014168"
"1426","cg23488190"
"1427","cg20952532"
"1428","cg14162381"
"1429","cg06831291"
"1430","cg09677082"
"1431","cg11801374"
"1432","cg00219956"
"1433","cg00686169"
"1434","cg07031797"
"1435","cg25488749"
"1436","cg19983559"
"1437","cg07961252"
"1438","cg19050514"
"1439","cg25964908"
"1440","cg04576847"
"1441","cg19542841"
"1442","cg05499111"
"1443","cg20105848"
"1444","cg05965029"
"1445","cg22696612"
"1446","cg07344397"
"1447","cg27200406"
"1448","cg11794877"
"1449","cg02449698"
"1450","cg10426482"
"1451","cg21634818"
"1452","cg18468962"
"1453","cg12510108"
"1454","cg24540120"
"1455","cg03768717"
"1456","cg09805925"
"1457","cg20278269"
"1458","cg00064531"
"1459","cg06723626"
"1460","ch.3.1736055R"
"1461","cg17398003"
"1462","cg24078554"
"1463","ch.7.122671817R"
"1464","cg10234377"
"1465","cg00066668"
"1466","cg07344025"
"1467","cg22236711"
"1468","cg03215942"
"1469","cg11810135"
"1470","cg07158991"
"1471","cg09602795"
"1472","cg11773920"
"1473","cg21366200"
"1474","cg17048073"
"1475","cg24350395"
"1476","cg13543205"
"1477","cg11385338"
"1478","cg02765496"
"1479","cg22455667"
"1480","cg18579761"
"1481","cg13573320"
"1482","cg05968268"
"1483","cg11926928"
"1484","cg02684562"
"1485","cg24071200"
"1486","cg10239071"
"1487","cg12232866"
"1488","cg27444644"
"1489","cg18063591"
"1490","cg05081006"
"1491","cg19914345"
"1492","cg06160841"
"1493","cg26558363"
"1494","cg26583619"
"1495","cg15358846"
"1496","cg01435641"
"1497","cg07132710"
"1498","cg02364276"
"1499","cg09825346"
"1500","cg15618450"
"1501","cg24132791"
"1502","cg05112224"
"1503","cg01052864"
"1504","cg26658846"
"1505","cg14502651"
"1506","cg24729617"
"1507","cg11619879"
"1508","cg16670889"
"1509","cg07267166"
"1510","cg00985104"
"1511","cg26822476"
"1512","cg02868598"
"1513","cg21716299"
"1514","cg04363281"
"1515","cg09921291"
"1516","cg22279779"
"1517","cg16015499"
"1518","cg20978694"
"1519","cg21977057"
"1520","cg03066550"
"1521","cg11372263"
"1522","cg14726403"
"1523","cg17268699"
"1524","cg21392893"
"1525","cg16578537"
"1526","cg19623429"
"1527","cg08039587"
"1528","cg13725495"
"1529","ch.X.112138872R"
"1530","cg10275180"
"1531","cg04090794"
"1532","cg24849267"
"1533","cg10275183"
"1534","cg12516501"
"1535","cg19255053"
"1536","cg24052731"
"1537","cg15480485"
"1538","cg08309747"
"1539","ch.13.97330936R"
"1540","cg10488267"
"1541","cg18918137"
"1542","cg19590470"
"1543","cg22808713"
"1544","cg21700663"
"1545","cg14283082"
"1546","cg03996123"
"1547","cg13819319"
"1548","cg01911977"
"1549","cg24327389"
"1550","cg19542548"
"1551","cg07100448"
"1552","cg21212977"
"1553","cg10271315"
"1554","ch.2.172936443R"
"1555","cg22522985"
"1556","cg22662844"
"1557","cg14754243"
"1558","cg00001510"
"1559","cg22447396"
"1560","cg26671117"
"1561","cg02367709"
"1562","ch.10.47925130F"
"1563","cg11404203"
"1564","cg22012975"
"1565","cg26908932"
"1566","cg13376244"
"1567","cg06458527"
"1568","cg10222701"
"1569","cg08161491"
"1570","cg18681837"
"1571","cg21240551"
"1572","cg00845901"
"1573","cg05634255"
"1574","cg04134958"
"1575","cg22044216"
"1576","cg21386088"
"1577","cg23519022"
"1578","cg01515015"
"1579","cg25408325"
"1580","cg09453737"
"1581","cg26632232"
"1582","cg27183823"
"1583","cg25123632"
"1584","cg14795253"
"1585","cg14268223"
"1586","ch.2.165987933R"
"1587","cg02893493"
"1588","cg05147714"
"1589","cg27370188"
"1590","cg00918005"
"1591","cg06113354"
"1592","cg09944626"
"1593","cg26898352"
"1594","cg06909745"
"1595","cg02793948"
"1596","cg20949320"
"1597","cg14288292"
"1598","cg16354756"
"1599","cg24831305"
"1600","cg13354240"
"1601","ch.10.33269R"
"1602","cg23760784"
"1603","cg02432075"
"1604","cg21662478"
"1605","cg23380039"
"1606","cg16436232"
"1607","cg23859703"
"1608","cg26356450"
"1609","cg16436235"
"1610","cg08512456"
"1611","cg10888523"
"1612","cg05122957"
"1613","cg07071690"
"1614","cg03728499"
"1615","ch.1.99401238R"
"1616","cg06533244"
"1617","cg20735069"
"1618","cg01593421"
"1619","cg01310884"
"1620","cg13321114"
"1621","cg03576480"
"1622","ch.10.845914F"
"1623","cg06632794"
"1624","cg06019692"
"1625","cg25090569"
"1626","cg22686132"
"1627","cg19007031"
"1628","cg10078143"
"1629","cg26585202"
"1630","cg08039008"
"1631","cg06360776"
"1632","cg02098460"
"1633","cg14408059"
"1634","cg23453618"
"1635","cg27182047"
"1636","cg26385011"
"1637","cg23886974"
"1638","cg11872443"
"1639","cg00342613"
"1640","cg18847089"
"1641","cg23267110"
"1642","cg14263351"
"1643","cg02744632"
"1644","cg00469630"
"1645","cg06253862"
"1646","cg15641789"
"1647","cg19415091"
"1648","cg16019005"
"1649","cg14994327"
"1650","cg01839806"
"1651","cg02144870"
"1652","cg12494332"
"1653","cg14618762"
"1654","cg17005068"
"1655","cg06321954"
"1656","cg06324707"
"1657","cg22412612"
"1658","ch.6.1710035F"
"1659","cg06703635"
"1660","cg21843147"
"1661","cg03636437"
"1662","cg00794178"
"1663","cg05451078"
"1664","cg23772463"
"1665","cg19016264"
"1666","cg24922281"
"1667","cg05230942"
"1668","cg23999337"
"1669","cg00947801"
"1670","cg25030549"
"1671","cg22316674"
"1672","cg14130141"
"1673","cg12058781"
"1674","cg18874502"
"1675","cg10832417"
"1676","cg10372402"
"1677","cg06379858"
"1678","cg19129325"
"1679","cg25519642"
"1680","cg11270977"
"1681","cg01398168"
"1682","cg27191765"
"1683","cg13781149"
"1684","cg19518503"
"1685","cg04362112"
"1686","cg21691893"
"1687","cg00096447"
"1688","cg01979270"
"1689","cg20945764"
"1690","cg13972202"
"1691","cg27387705"
"1692","cg07407209"
"1693","cg07487112"
"1694","cg22153062"
"1695","cg01378826"
"1696","cg12346284"
"1697","cg02344113"
"1698","cg26099876"
"1699","cg00677180"
"1700","cg10523411"
"1701","ch.11.25488742R"
"1702","cg04631584"
"1703","ch.5.1369403R"
"1704","cg16165294"
"1705","cg22612765"
"1706","cg27441045"
"1707","cg04696943"
"1708","cg22634105"
"1709","cg12294208"
"1710","ch.14.93511233R"
"1711","cg26063643"
"1712","cg09536426"
"1713","cg25824209"
"1714","cg10810394"
"1715","cg19708541"
"1716","cg17178266"
"1717","cg03740682"
"1718","cg03280759"
"1719","cg25667057"
"1720","cg23347597"
"1721","cg17659896"
"1722","cg22836207"
"1723","cg15189233"
"1724","cg13617604"
"1725","cg02071267"
"1726","cg14105224"
"1727","cg08867767"
"1728","cg12881259"
"1729","cg10447247"
"1730","cg04422277"
"1731","cg24241818"
"1732","cg03895289"
"1733","cg08798705"
"1734","ch.1.30340112R"
"1735","cg13841783"
"1736","cg24160009"
"1737","cg04493401"
"1738","cg27142147"
"1739","cg13880034"
"1740","cg11269212"
"1741","cg08432583"
"1742","cg20698253"
"1743","cg11645198"
"1744","cg21101750"
"1745","cg17517900"
"1746","cg09232269"
"1747","cg24764620"
"1748","ch.3.2859325R"
"1749","cg24549277"
"1750","cg26577993"
"1751","cg00053536"
"1752","ch.6.1093576F"
"1753","cg27613013"
"1754","cg15112407"
"1755","cg27105914"
"1756","cg24278033"
"1757","cg03584693"
"1758","cg23647744"
"1759","cg25413298"
"1760","cg09028008"
"1761","cg25501224"
"1762","cg23175428"
"1763","cg03484234"
"1764","cg07369988"
"1765","cg08525476"
"1766","cg16039651"
"1767","cg25180075"
"1768","cg03094955"
"1769","cg10206987"
"1770","cg03121337"
"1771","cg09374857"
"1772","cg21007262"
"1773","cg16840744"
"1774","cg13668005"
"1775","cg07757545"
"1776","cg26388351"
"1777","cg22176131"
"1778","cg20210449"
"1779","cg01937055"
"1780","cg05879324"
"1781","cg06995715"
"1782","ch.13.67938274F"
"1783","cg17085688"
"1784","cg23564907"
"1785","cg01546595"
"1786","cg19533050"
"1787","cg13140681"
"1788","cg24306422"
"1789","cg19688222"
"1790","cg26143326"
"1791","cg04670031"
"1792","ch.6.4332024F"
"1793","cg16558530"
"1794","cg25215885"
"1795","cg13060902"
"1796","cg14634156"
"1797","cg13335769"
"1798","cg25424194"
"1799","cg17362247"
"1800","cg21103668"
"1801","cg22561380"
"1802","cg23155606"
"1803","cg10000492"
"1804","cg15543173"
"1805","cg03831054"
"1806","cg07525202"
"1807","cg13783177"
"1808","cg10280535"
"1809","cg00293678"
"1810","cg01969433"
"1811","cg00531965"
"1812","cg26605774"
"1813","cg00728300"
"1814","cg24374583"
"1815","ch.17.27453642F"
"1816","cg11805252"
"1817","cg10402023"
"1818","cg09790134"
"1819","cg25350065"
"1820","cg14236862"
"1821","cg17014718"
"1822","cg11138035"
"1823","cg15497048"
"1824","cg07502868"
"1825","cg07099303"
"1826","cg05519080"
"1827","cg00120274"
"1828","cg06405517"
"1829","cg09059589"
"1830","cg20978766"
"1831","cg13512069"
"1832","cg23859785"
"1833","cg13000698"
"1834","cg25758413"
"1835","cg18521925"
"1836","cg10937408"
"1837","cg05190176"
"1838","ch.16.54217905R"
"1839","ch.6.108097463R"
"1840","cg04099375"
"1841","cg04922606"
"1842","cg10655046"
"1843","cg01360773"
"1844","cg25543190"
"1845","cg01023693"
"1846","cg05835309"
"1847","cg20488617"
"1848","ch.11.110310046R"
"1849","cg09247736"
"1850","cg20960858"
"1851","cg12496455"
"1852","cg05800723"
"1853","cg09367334"
"1854","cg09858777"
"1855","cg23927014"
"1856","cg13460465"
"1857","ch.6.1433484F"
"1858","cg08285319"
"1859","cg14840863"
"1860","cg09393551"
"1861","cg03552472"
"1862","cg00629514"
"1863","cg06029268"
"1864","cg17204288"
"1865","cg18879950"
"1866","cg18261804"
"1867","cg00102591"
"1868","cg18908071"
"1869","cg03158828"
"1870","cg03434128"
"1871","cg24285721"
"1872","cg00057434"
"1873","cg06757133"
"1874","cg10383396"
"1875","cg24912310"
"1876","cg22099398"
"1877","cg04170999"
"1878","cg11907564"
"1879","cg06787302"
"1880","cg03986400"
"1881","cg27274072"
"1882","cg04246864"
"1883","cg27439292"
"1884","cg03975948"
"1885","cg04883911"
"1886","cg14311690"
"1887","ch.7.42519133R"
"1888","cg06309053"
"1889","cg18026626"
"1890","cg09261992"
"1891","cg17179589"
"1892","cg01375522"
"1893","cg17435182"
"1894","cg16517838"
"1895","cg21554399"
"1896","cg05546741"
"1897","cg12560154"
"1898","cg02936553"
"1899","cg19575208"
"1900","cg14297546"
"1901","cg09016994"
"1902","cg06944472"
"1903","cg22183053"
"1904","cg26070354"
"1905","cg02146966"
"1906","cg17011709"
"1907","cg19589795"
"1908","cg13947385"
"1909","cg05496814"
"1910","cg10574718"
"1911","cg04202122"
"1912","cg12285627"
"1913","cg10153214"
"1914","cg24281117"
"1915","cg00818198"
"1916","cg12906702"
"1917","cg09530179"
"1918","cg04234412"
"1919","cg24707616"
"1920","cg07004514"
"1921","cg03216698"
"1922","cg19892115"
"1923","cg16542426"
"1924","cg08659517"
"1925","cg07227744"
"1926","cg07726457"
"1927","cg07726456"
"1928","cg16944208"
"1929","cg23242649"
"1930","cg18346038"
"1931","cg04209051"
"1932","cg05162788"
"1933","cg23105099"
"1934","cg11927738"
"1935","cg09298623"
"1936","cg17423209"
"1937","cg21600908"
"1938","cg16486754"
"1939","cg06833647"
"1940","cg16615900"
"1941","cg10237362"
"1942","cg18980210"
"1943","cg12974668"
"1944","cg25732800"
"1945","cg05837491"
"1946","cg04333296"
"1947","cg16214500"
"1948","cg14996583"
"1949","cg07492910"
"1950","cg18757828"
"1951","cg05193282"
"1952","cg27205858"
"1953","cg04053242"
"1954","cg09298920"
"1955","cg02788230"
"1956","cg01570445"
"1957","cg07959124"
"1958","cg18337170"
"1959","cg17298859"
"1960","cg09294492"
"1961","cg04544946"
"1962","ch.17.32914407R"
"1963","cg07054622"
"1964","cg11782409"
"1965","ch.1.152821083R"
"1966","cg20023324"
"1967","cg24375690"
"1968","cg23028840"
"1969","cg23207324"
"1970","cg11989485"
"1971","cg27260636"
"1972","cg02690491"
"1973","cg12472483"
"1974","cg15177169"
"1975","cg26945670"
"1976","cg07135647"
"1977","cg00419314"
"1978","cg14906822"
"1979","cg01388630"
"1980","cg14484649"
"1981","cg09583374"
"1982","ch.3.23071816R"
"1983","cg10504120"
"1984","cg02787689"
"1985","cg07555350"
"1986","cg16668534"
"1987","cg13261725"
"1988","cg10730425"
"1989","cg22636056"
"1990","cg00440702"
"1991","cg10921277"
"1992","cg26800237"
"1993","cg17866181"
"1994","ch.10.821091F"
"1995","cg27587310"
"1996","ch.1.159725313R"
"1997","cg06287548"
"1998","cg02893823"
"1999","cg03417697"
"2000","cg05269246"
"2001","cg25039417"
"2002","cg10165474"
"2003","cg22863700"
"2004","ch.16.1512048R"
"2005","cg12447066"
"2006","cg17391028"
"2007","cg15066179"
"2008","cg25727203"
"2009","ch.6.19775382R"
"2010","cg00314966"
"2011","cg25532201"
"2012","cg27649348"
"2013","cg23200675"
"2014","cg16404371"
"2015","cg07494987"
"2016","ch.20.327316F"
"2017","cg03862760"
"2018","cg13587997"
"2019","cg21531069"
"2020","cg16101962"
"2021","cg23914328"
"2022","cg05858612"
"2023","cg00062592"
"2024","cg09474010"
"2025","cg27032965"
"2026","cg27193005"
"2027","cg02997605"
"2028","cg04227643"
"2029","cg00992521"
"2030","cg25365518"
"2031","cg00540891"
"2032","cg15783349"
"2033","ch.6.2771202R"
"2034","cg08597025"
"2035","cg03824268"
"2036","cg20011604"
"2037","cg09638834"
"2038","cg03919779"
"2039","cg07550819"
"2040","cg08727433"
"2041","cg20401549"
"2042","cg13879417"
"2043","cg10910080"
"2044","cg20706620"
"2045","cg15773148"
"2046","cg05179820"
"2047","cg02660347"
"2048","cg05803138"
"2049","cg07647677"
"2050","cg00512023"
"2051","cg00917101"
"2052","cg19694798"
"2053","cg14283922"
"2054","cg07974440"
"2055","cg00237026"
"2056","cg26101890"
"2057","cg02367916"
"2058","cg06783166"
"2059","cg14727650"
"2060","cg17482089"
"2061","cg18015913"
"2062","cg04455950"
"2063","cg12769994"
"2064","cg13407658"
"2065","cg03909471"
"2066","cg10862981"
"2067","cg06377069"
"2068","cg12875994"
"2069","cg08729004"
"2070","cg22648015"
"2071","cg13910454"
"2072","cg13727849"
"2073","cg15340709"
"2074","cg06728577"
"2075","cg13530365"
"2076","cg14505585"
"2077","cg06381959"
"2078","cg19045729"
"2079","cg10070728"
"2080","cg12244668"
"2081","cg21938694"
"2082","ch.15.79573225R"
"2083","cg24919522"
"2084","cg22167498"
"2085","cg25652293"
"2086","cg12815918"
"2087","cg14757339"
"2088","cg22822890"
"2089","cg02504734"
"2090","cg01921212"
"2091","cg24729792"
"2092","cg21110873"
"2093","cg08309609"
"2094","cg16592491"
"2095","cg10020592"
"2096","cg23996893"
"2097","cg07824710"
"2098","cg20897728"
"2099","cg07824716"
"2100","cg00570642"
"2101","cg10896230"
"2102","cg23340286"
"2103","cg26673648"
"2104","cg23484454"
"2105","cg17956259"
"2106","cg19306761"
"2107","cg16264886"
"2108","cg14166209"
"2109","cg00994491"
"2110","cg01976034"
"2111","cg20800816"
"2112","cg14651305"
"2113","cg05886418"
"2114","cg22914762"
"2115","cg07226171"
"2116","cg24490256"
"2117","cg00990380"
"2118","cg20110284"
"2119","cg02361984"
"2120","cg26067569"
"2121","cg23638107"
"2122","cg03853743"
"2123","cg02981094"
"2124","cg07737469"
"2125","cg27413316"
"2126","cg08204044"
"2127","cg25580497"
"2128","cg05597945"
"2129","cg17796010"
"2130","cg18724652"
"2131","cg19723402"
"2132","cg09958470"
"2133","cg10819992"
"2134","cg21626986"
"2135","cg05357674"
"2136","cg01038172"
"2137","cg22629482"
"2138","cg26881287"
"2139","cg07022307"
"2140","cg25305750"
"2141","cg01585723"
"2142","cg13628888"
"2143","cg16876348"
"2144","cg14853981"
"2145","cg05295427"
"2146","cg13108852"
"2147","cg24402990"
"2148","cg18464244"
"2149","cg13858139"
"2150","cg06501766"
"2151","cg25541738"
"2152","cg16269488"
"2153","cg09427998"
"2154","cg25803242"
"2155","cg08704623"
"2156","cg18913951"
"2157","ch.19.931598F"
"2158","cg12177810"
"2159","cg19549465"
"2160","cg10204214"
"2161","cg08709013"
"2162","cg13275724"
"2163","cg04389328"
"2164","cg10694761"
"2165","cg07661389"
"2166","cg14656949"
"2167","cg04883656"
"2168","cg06971503"
"2169","cg21305475"
"2170","cg27239828"
"2171","cg14418321"
"2172","cg05203040"
"2173","cg11369615"
"2174","cg06948588"
"2175","cg23190054"
"2176","cg04968084"
"2177","cg10340872"
"2178","cg22972565"
"2179","cg13710586"
"2180","cg16377700"
"2181","cg00459913"
"2182","cg22976419"
"2183","cg19178091"
"2184","cg18334332"
"2185","cg01013595"
"2186","cg14170668"
"2187","cg19127208"
"2188","cg09320079"
"2189","cg09517809"
"2190","cg08645878"
"2191","cg16251128"
"2192","cg08038567"
"2193","cg12386752"
"2194","cg26259669"
"2195","cg01603620"
"2196","cg01933245"
"2197","cg01933240"
"2198","cg14963897"
"2199","cg13845951"
"2200","cg23388451"
"2201","cg26978960"
"2202","cg17275695"
"2203","cg22268279"
"2204","cg16958849"
"2205","cg00825951"
"2206","cg14792002"
"2207","cg10715529"
"2208","cg02913804"
"2209","cg22649124"
"2210","cg25086738"
"2211","cg06023341"
"2212","cg15189860"
"2213","cg15693898"
"2214","cg11200462"
"2215","cg03732753"
"2216","cg04903146"
"2217","cg23843045"
"2218","cg03478356"
"2219","cg09514933"
"2220","cg23076370"
"2221","cg26636869"
"2222","cg13235087"
"2223","cg17704570"
"2224","cg04516052"
"2225","cg20461196"
"2226","cg24374538"
"2227","cg16982658"
"2228","cg26311179"
"2229","cg11417319"
"2230","cg16123319"
"2231","cg04407275"
"2232","cg14599315"
"2233","cg21204379"
"2234","cg23295647"
"2235","cg08692210"
"2236","cg01700413"
"2237","cg10037654"
"2238","cg12171394"
"2239","cg00004209"
"2240","cg21857204"
"2241","cg11347531"
"2242","cg06770743"
"2243","cg17204510"
"2244","cg07468862"
"2245","cg06867543"
"2246","cg21696374"
"2247","cg02350740"
"2248","cg03839382"
"2249","cg13726633"
"2250","cg09512973"
"2251","cg16865163"
"2252","cg10961486"
"2253","cg10829024"
"2254","cg12295053"
"2255","cg06429617"
"2256","cg09782691"
"2257","cg16197772"
"2258","cg19587654"
"2259","cg21005525"
"2260","cg07870528"
"2261","cg03811478"
"2262","cg14519963"
"2263","cg05224329"
"2264","cg06997228"
"2265","cg22013966"
"2266","cg05079779"
"2267","cg25806808"
"2268","cg07901479"
"2269","cg25765720"
"2270","cg22122532"
"2271","cg07901472"
"2272","cg04660984"
"2273","cg08687643"
"2274","cg21452652"
"2275","cg10717480"
"2276","cg10014293"
"2277","cg27432883"
"2278","cg12507788"
"2279","cg09230658"
"2280","cg06907347"
"2281","ch.5.2973702R"
"2282","cg09745987"
"2283","cg04725566"
"2284","cg20344040"
"2285","cg23257859"
"2286","cg06607685"
"2287","cg05420234"
"2288","cg26554302"
"2289","cg11661134"
"2290","cg18395189"
